주체,내용,국토,정보,공간,교통,기술,활용,도시,디지털,구축,산업
국토교통부,"법정주차대수이상으로주차공간확보하면‘분양가가산’  -26일부터주택건설기준규칙등개정안입법예고-  □앞으로분양가상한제가적용되는공동주택의경우입주예정자는주차  공간정보를사전에확인하여아파트를선택할수있고사업자는여유  있는주차공간을건설할경우분양가에가산할수있게되었다.ㅇ국토교통부(장관원희룡)는입주자모집공고시주차공간설치비율에  따라성능등급을표시하고,법정기준이상설치할경우에는분양가에  비용을가산할수있도록「주택건설기준등에관한규칙」,「주택품질향상에따른가산비용기준」개정안을1월26일부터입법/행정예고할  계획이라고밝혔다.  *주택건설기준규칙입법예고‘23.1.26~3.7/주택품질가산비용기준행정예고‘23.1.26~2.15  □최근대형·고가차량이급증하고가족차·캠핑카등세대당보유차량이  증가하면서아파트내주차갈등은더욱심화되고있다.  -문콕등인접차량을파손하는것은물론주차공간을차지하기위해다른  차량의출입·주차를방해하는등주차로인한시비가법적분쟁까지  이어지고있어주차문제가단순히이웃간불편에그치지않고사회적문제로확대되는양상이다.  *)가깝게주차한옆차를발로걷어차범퍼파손,가족차량주차를위해먼저온  차량의주차를방해,경차칸3개를가로질러주차하는행위등","법정주차대수이상으로주차공간확보하면‘분양가가산’  -26일부터주택건설기준규칙등개정안입법예고-  □앞으로분양가상한제가적용되는공동주택의경우입주예정자는주차  공간정보를사전에확인하여아파트를선택할수있고사업자는여유  있는주차공간을건설할경우분양가에가산할수있게되었다.ㅇ국토교통부(장관원희룡)는입주자모집공고시주차공간설치비율에  따라성능등급을표시하고,법정기준이상설치할경우에는분양가에  비용을가산할수있도록「주택건설기준등에관한규칙」,「주택품질향상에따른가산비용기준」개정안을1월26일부터입법/행정예고할  계획이라고밝혔다.  *주택건설기준규칙입법예고‘23.1.26~3.7/주택품질가산비용기준행정예고‘23.1.26~2.15  □최근대형·고가차량이급증하고가족차·캠핑카등세대당보유차량이  증가하면서아파트내주차갈등은더욱심화되고있다.  -문콕등인접차량을파손하는것은물론주차공간을차지하기위해다른  차량의출입·주차를방해하는등주차로인한시비가법적분쟁까지  이어지고있어주차문제가단순히이웃간불편에그치지않고사회적문제로확대되는양상이다.  *)가깝게주차한옆차를발로걷어차범퍼파손,가족차량주차를위해먼저온  차량의주차를방해,경차칸3개를가로질러주차하는행위등","법정주차대수이상으로주차공간확보하면‘분양가가산’  -26일부터주택건설기준규칙등개정안입법예고-  □앞으로분양가상한제가적용되는공동주택의경우입주예정자는주차  공간정보를사전에확인하여아파트를선택할수있고사업자는여유  있는주차공간을건설할경우분양가에가산할수있게되었다.ㅇ국토교통부(장관원희룡)는입주자모집공고시주차공간설치비율에  따라성능등급을표시하고,법정기준이상설치할경우에는분양가에  비용을가산할수있도록「주택건설기준등에관한규칙」,「주택품질향상에따른가산비용기준」개정안을1월26일부터입법/행정예고할  계획이라고밝혔다.  *주택건설기준규칙입법예고‘23.1.26~3.7/주택품질가산비용기준행정예고‘23.1.26~2.15  □최근대형·고가차량이급증하고가족차·캠핑카등세대당보유차량이  증가하면서아파트내주차갈등은더욱심화되고있다.  -문콕등인접차량을파손하는것은물론주차공간을차지하기위해다른  차량의출입·주차를방해하는등주차로인한시비가법적분쟁까지  이어지고있어주차문제가단순히이웃간불편에그치지않고사회적문제로확대되는양상이다.  *)가깝게주차한옆차를발로걷어차범퍼파손,가족차량주차를위해먼저온  차량의주차를방해,경차칸3개를가로질러주차하는행위등","법정주차대수이상으로주차공간확보하면‘분양가가산’  -26일부터주택건설기준규칙등개정안입법예고-  □앞으로분양가상한제가적용되는공동주택의경우입주예정자는주차  공간정보를사전에확인하여아파트를선택할수있고사업자는여유  있는주차공간을건설할경우분양가에가산할수있게되었다.ㅇ국토교통부(장관원희룡)는입주자모집공고시주차공간설치비율에  따라성능등급을표시하고,법정기준이상설치할경우에는분양가에  비용을가산할수있도록「주택건설기준등에관한규칙」,「주택품질향상에따른가산비용기준」개정안을1월26일부터입법/행정예고할  계획이라고밝혔다.  *주택건설기준규칙입법예고‘23.1.26~3.7/주택품질가산비용기준행정예고‘23.1.26~2.15  □최근대형·고가차량이급증하고가족차·캠핑카등세대당보유차량이  증가하면서아파트내주차갈등은더욱심화되고있다.  -문콕등인접차량을파손하는것은물론주차공간을차지하기위해다른  차량의출입·주차를방해하는등주차로인한시비가법적분쟁까지  이어지고있어주차문제가단순히이웃간불편에그치지않고사회적문제로확대되는양상이다.  *)가깝게주차한옆차를발로걷어차범퍼파손,가족차량주차를위해먼저온  차량의주차를방해,경차칸3개를가로질러주차하는행위등","법정주차대수이상으로주차공간확보하면‘분양가가산’  -26일부터주택건설기준규칙등개정안입법예고-  □앞으로분양가상한제가적용되는공동주택의경우입주예정자는주차  공간정보를사전에확인하여아파트를선택할수있고사업자는여유  있는주차공간을건설할경우분양가에가산할수있게되었다.ㅇ국토교통부(장관원희룡)는입주자모집공고시주차공간설치비율에  따라성능등급을표시하고,법정기준이상설치할경우에는분양가에  비용을가산할수있도록「주택건설기준등에관한규칙」,「주택품질향상에따른가산비용기준」개정안을1월26일부터입법/행정예고할  계획이라고밝혔다.  *주택건설기준규칙입법예고‘23.1.26~3.7/주택품질가산비용기준행정예고‘23.1.26~2.15  □최근대형·고가차량이급증하고가족차·캠핑카등세대당보유차량이  증가하면서아파트내주차갈등은더욱심화되고있다.  -문콕등인접차량을파손하는것은물론주차공간을차지하기위해다른  차량의출입·주차를방해하는등주차로인한시비가법적분쟁까지  이어지고있어주차문제가단순히이웃간불편에그치지않고사회적문제로확대되는양상이다.  *)가깝게주차한옆차를발로걷어차범퍼파손,가족차량주차를위해먼저온  차량의주차를방해,경차칸3개를가로질러주차하는행위등","국토교통부미래인재육성과미래먹거리발굴,  두마리토끼모두잡는다  -CES2023참가,UAM산업현장방문으로글로벌트렌드파악…-  □국토교통부(장관원희룡)는라스베가스에서개최되는‘CES2023’에  참가하여도심항공교통(UAM),자율주행자동차등국토교통미래먹거  리인차세대핵심산업들의글로벌기술동향을살피고,이에필요한  정책방안을모색한다.ㅇ올해개최되는CES2023의경우‘지속가능성’이라는전세계적인  공감대를바탕으로메타버스,웹3.0등의혁신적인부문이신설되고,미래모빌리티와디지털헬스케어(스마트홈)등유망분야가확장·구성  되는만큼그어느때보다국토교통부와관련성이많다.※국토교통부는2018년부터CES에참가하여드론,스마트시티,자율차등의  국토교통분야에필요한정책을적기·지속적마련","물고기NO!물고기잡는방법YES!  -국가공간정보통합플랫폼(K-Geo)구축완료로능동적행정업무지원-□국토교통부(장관원희룡)는모든중앙부처,지자체및공공기관에서  구축한국가공간정보를수집하여시스템을통해쉽게활용할수있도록  지원해주는국가공간정보통합플랫폼(K-Geo)을클라우드기반으로고도화  (’20.~’2.)하는마지막3차사업을완료하고2월부터새롭게서비스를  시작한다고밝혔다.□국가공간정보센터는주요공간정보시스템의노후화에의한확장성의  한계와외산소프트웨어(이하SW)사용에따른유지보수비용의증가로  사용자요구사항을제대로반영하지못하는문제를해결하고자’20년  부터’2년까지3단계에걸쳐국산SW와오픈소스를활용하여클라우드환경으로공간정보의융·복합활용체계를개선하였다.ㅇ이에따라SaS(공간정보융·복합활용체계),GeoPaS(공간정보특화  플랫폼),DaS(데이터관리및활용성강화),IaS(G클라우드운영환경)등  클라우드환경의장점을십분활용할수있게되었고,ㅇ이를바탕으로중앙행정기관이나지자체에서2D,3D데이터를지도에  활용함으로써가시적이고직관적으로정책을결정할수있게하여정책  담당자에게물고기를잡아주는것이아니라물고기잡는방법을알려  주어능동적으로행정업무를수행하게될것이다","“뉴스페이스”지방시대,  제주를시작으로국토위성의미래를논하다!  -첫세미나는오는2일제주에서…국토관리방안논의-□국토교통부(장관원희룡)는“뉴스페이스”시대를주도하고우주산업  기술을지방에확산하기위해전국주요지자체에서지역별로특성화된  주재로「위성정보활용국토관리세미나」를개최하며,그첫세미나는  2월2일제주도청(2층삼다홀)에서개최한다고밝혔다.ㅇ제주세미나에서는국토지리정보원,인하대학교,㈜컨텍에서국토위성  활용정책,다양한위성정보빅데이터구축·활용및도시관리기술등  국토위성활용방안과국토관리활용관련기술개발현황을발표하고  산·학·연·관의전문가들과함께토론을진행할계획이다.□위성정보는기상·국방·통신뿐만아니라AI와딥러닝기반의분석  기술을접목하여전세계작황예측을통한‘스마트농업’,넓은지역  에서동시다발로발생하는도심의변화를분석해‘도시계획을수립’  하는등활용범위가점차확대되어가고있는추세이다.ㅇ이런추세에발맞춰,이번세미나에서는“위성정보활용국토관리  방안마련”을주제로다양한위성정보를이용하여빅데이터를구축·  활용기술과지자체의도시관리기술에대하여전문가의의견을수렴  하여국토위성활용성강화를위한정책수립에반영할계획이다","국토교통부미래인재육성과미래먹거리발굴,  두마리토끼모두잡는다  -CES2023참가,UAM산업현장방문으로글로벌트렌드파악…-  □국토교통부(장관원희룡)는라스베가스에서개최되는‘CES2023’에  참가하여도심항공교통(UAM),자율주행자동차등국토교통미래먹거  리인차세대핵심산업들의글로벌기술동향을살피고,이에필요한  정책방안을모색한다.ㅇ올해개최되는CES2023의경우‘지속가능성’이라는전세계적인  공감대를바탕으로메타버스,웹3.0등의혁신적인부문이신설되고,미래모빌리티와디지털헬스케어(스마트홈)등유망분야가확장·구성  되는만큼그어느때보다국토교통부와관련성이많다.※국토교통부는2018년부터CES에참가하여드론,스마트시티,자율차등의  국토교통분야에필요한정책을적기·지속적마련","물고기NO!물고기잡는방법YES!  -국가공간정보통합플랫폼(K-Geo)구축완료로능동적행정업무지원-□국토교통부(장관원희룡)는모든중앙부처,지자체및공공기관에서  구축한국가공간정보를수집하여시스템을통해쉽게활용할수있도록  지원해주는국가공간정보통합플랫폼(K-Geo)을클라우드기반으로고도화  (’20.~’2.)하는마지막3차사업을완료하고2월부터새롭게서비스를  시작한다고밝혔다.□국가공간정보센터는주요공간정보시스템의노후화에의한확장성의  한계와외산소프트웨어(이하SW)사용에따른유지보수비용의증가로  사용자요구사항을제대로반영하지못하는문제를해결하고자’20년  부터’2년까지3단계에걸쳐국산SW와오픈소스를활용하여클라우드환경으로공간정보의융·복합활용체계를개선하였다.ㅇ이에따라SaS(공간정보융·복합활용체계),GeoPaS(공간정보특화  플랫폼),DaS(데이터관리및활용성강화),IaS(G클라우드운영환경)등  클라우드환경의장점을십분활용할수있게되었고,ㅇ이를바탕으로중앙행정기관이나지자체에서2D,3D데이터를지도에  활용함으로써가시적이고직관적으로정책을결정할수있게하여정책  담당자에게물고기를잡아주는것이아니라물고기잡는방법을알려  주어능동적으로행정업무를수행하게될것이다","국토교통부미래인재육성과미래먹거리발굴,  두마리토끼모두잡는다  -CES2023참가,UAM산업현장방문으로글로벌트렌드파악…-  □국토교통부(장관원희룡)는라스베가스에서개최되는‘CES2023’에  참가하여도심항공교통(UAM),자율주행자동차등국토교통미래먹거  리인차세대핵심산업들의글로벌기술동향을살피고,이에필요한  정책방안을모색한다.ㅇ올해개최되는CES2023의경우‘지속가능성’이라는전세계적인  공감대를바탕으로메타버스,웹3.0등의혁신적인부문이신설되고,미래모빌리티와디지털헬스케어(스마트홈)등유망분야가확장·구성  되는만큼그어느때보다국토교통부와관련성이많다.※국토교통부는2018년부터CES에참가하여드론,스마트시티,자율차등의  국토교통분야에필요한정책을적기·지속적마련"
국토교통부,"국토교통부미래인재육성과미래먹거리발굴,  두마리토끼모두잡는다  -CES2023참가,UAM산업현장방문으로글로벌트렌드파악…-  □국토교통부(장관원희룡)는라스베가스에서개최되는‘CES2023’에  참가하여도심항공교통(UAM),자율주행자동차등국토교통미래먹거  리인차세대핵심산업들의글로벌기술동향을살피고,이에필요한  정책방안을모색한다.ㅇ올해개최되는CES2023의경우‘지속가능성’이라는전세계적인  공감대를바탕으로메타버스,웹3.0등의혁신적인부문이신설되고,미래모빌리티와디지털헬스케어(스마트홈)등유망분야가확장·구성  되는만큼그어느때보다국토교통부와관련성이많다.※국토교통부는2018년부터CES에참가하여드론,스마트시티,자율차등의  국토교통분야에필요한정책을적기·지속적마련","국토교통부미래인재육성과미래먹거리발굴,  두마리토끼모두잡는다  -CES2023참가,UAM산업현장방문으로글로벌트렌드파악…-  □국토교통부(장관원희룡)는라스베가스에서개최되는‘CES2023’에  참가하여도심항공교통(UAM),자율주행자동차등국토교통미래먹거  리인차세대핵심산업들의글로벌기술동향을살피고,이에필요한  정책방안을모색한다.ㅇ올해개최되는CES2023의경우‘지속가능성’이라는전세계적인  공감대를바탕으로메타버스,웹3.0등의혁신적인부문이신설되고,미래모빌리티와디지털헬스케어(스마트홈)등유망분야가확장·구성  되는만큼그어느때보다국토교통부와관련성이많다.※국토교통부는2018년부터CES에참가하여드론,스마트시티,자율차등의  국토교통분야에필요한정책을적기·지속적마련","물고기NO!물고기잡는방법YES!  -국가공간정보통합플랫폼(K-Geo)구축완료로능동적행정업무지원-□국토교통부(장관원희룡)는모든중앙부처,지자체및공공기관에서  구축한국가공간정보를수집하여시스템을통해쉽게활용할수있도록  지원해주는국가공간정보통합플랫폼(K-Geo)을클라우드기반으로고도화  (’20.~’2.)하는마지막3차사업을완료하고2월부터새롭게서비스를  시작한다고밝혔다.□국가공간정보센터는주요공간정보시스템의노후화에의한확장성의  한계와외산소프트웨어(이하SW)사용에따른유지보수비용의증가로  사용자요구사항을제대로반영하지못하는문제를해결하고자’20년  부터’2년까지3단계에걸쳐국산SW와오픈소스를활용하여클라우드환경으로공간정보의융·복합활용체계를개선하였다.ㅇ이에따라SaS(공간정보융·복합활용체계),GeoPaS(공간정보특화  플랫폼),DaS(데이터관리및활용성강화),IaS(G클라우드운영환경)등  클라우드환경의장점을십분활용할수있게되었고,ㅇ이를바탕으로중앙행정기관이나지자체에서2D,3D데이터를지도에  활용함으로써가시적이고직관적으로정책을결정할수있게하여정책  담당자에게물고기를잡아주는것이아니라물고기잡는방법을알려  주어능동적으로행정업무를수행하게될것이다","물고기NO!물고기잡는방법YES!  -국가공간정보통합플랫폼(K-Geo)구축완료로능동적행정업무지원-□국토교통부(장관원희룡)는모든중앙부처,지자체및공공기관에서  구축한국가공간정보를수집하여시스템을통해쉽게활용할수있도록  지원해주는국가공간정보통합플랫폼(K-Geo)을클라우드기반으로고도화  (’20.~’2.)하는마지막3차사업을완료하고2월부터새롭게서비스를  시작한다고밝혔다.□국가공간정보센터는주요공간정보시스템의노후화에의한확장성의  한계와외산소프트웨어(이하SW)사용에따른유지보수비용의증가로  사용자요구사항을제대로반영하지못하는문제를해결하고자’20년  부터’2년까지3단계에걸쳐국산SW와오픈소스를활용하여클라우드환경으로공간정보의융·복합활용체계를개선하였다.ㅇ이에따라SaS(공간정보융·복합활용체계),GeoPaS(공간정보특화  플랫폼),DaS(데이터관리및활용성강화),IaS(G클라우드운영환경)등  클라우드환경의장점을십분활용할수있게되었고,ㅇ이를바탕으로중앙행정기관이나지자체에서2D,3D데이터를지도에  활용함으로써가시적이고직관적으로정책을결정할수있게하여정책  담당자에게물고기를잡아주는것이아니라물고기잡는방법을알려  주어능동적으로행정업무를수행하게될것이다","국토교통부미래인재육성과미래먹거리발굴,  두마리토끼모두잡는다  -CES2023참가,UAM산업현장방문으로글로벌트렌드파악…-  □국토교통부(장관원희룡)는라스베가스에서개최되는‘CES2023’에  참가하여도심항공교통(UAM),자율주행자동차등국토교통미래먹거  리인차세대핵심산업들의글로벌기술동향을살피고,이에필요한  정책방안을모색한다.ㅇ올해개최되는CES2023의경우‘지속가능성’이라는전세계적인  공감대를바탕으로메타버스,웹3.0등의혁신적인부문이신설되고,미래모빌리티와디지털헬스케어(스마트홈)등유망분야가확장·구성  되는만큼그어느때보다국토교통부와관련성이많다.※국토교통부는2018년부터CES에참가하여드론,스마트시티,자율차등의  국토교통분야에필요한정책을적기·지속적마련","원희룡장관,미래먹거리찾아CESAtoZ  -CES2023참석을통해국토교통분야신산업·기술동향-  -CES2023에참가한국내스타트업과기업육성,해외진출지원등논의-□원희룡국토교통부장관은1.7~1.8일세계최대ICT가전전시  회인CES(ComsumerEletronicsShow)에참관하여미래모빌  리티의글로벌기술동향을살펴보고,모빌리티시대를앞당기기  위한정부의지원방향을모색하였다.  ㅇ올해CES에는약170개국약3,50개사가참가하였고,우리  기업은역대최대규모인약570개사가참가해우리기업의  혁신성과를선보였다.  ㅇ이번CES에는모빌리티관(WestHal)이별도로마련되는등  많은모빌리티업체가참여하였는데,원장관은개별부스를  꼼꼼히살펴보면서해당기술이해외시장에서의경쟁력및  강점,기업성장을위한정부의역할등에대한심도있는  질문을던졌다.  □또한,모빌리티분야의많은국내기업이해외시장을선점할수  있도록적극적으로규제를완화하고,해외시장진출에필요한  국토부의검증·인증과정이속도감있게추진될수있도록챙  기겠다고밝혔다  ㅇ더불어,자율주행트랙터로‘농슬라’라는별칭이있는  존디어(JohnDere),라이다(LiDAR)기반자율주행솔루션","“뉴스페이스”지방시대,  제주를시작으로국토위성의미래를논하다!  -첫세미나는오는2일제주에서…국토관리방안논의-□국토교통부(장관원희룡)는“뉴스페이스”시대를주도하고우주산업  기술을지방에확산하기위해전국주요지자체에서지역별로특성화된  주재로「위성정보활용국토관리세미나」를개최하며,그첫세미나는  2월2일제주도청(2층삼다홀)에서개최한다고밝혔다.ㅇ제주세미나에서는국토지리정보원,인하대학교,㈜컨텍에서국토위성  활용정책,다양한위성정보빅데이터구축·활용및도시관리기술등  국토위성활용방안과국토관리활용관련기술개발현황을발표하고  산·학·연·관의전문가들과함께토론을진행할계획이다.□위성정보는기상·국방·통신뿐만아니라AI와딥러닝기반의분석  기술을접목하여전세계작황예측을통한‘스마트농업’,넓은지역  에서동시다발로발생하는도심의변화를분석해‘도시계획을수립’  하는등활용범위가점차확대되어가고있는추세이다.ㅇ이런추세에발맞춰,이번세미나에서는“위성정보활용국토관리  방안마련”을주제로다양한위성정보를이용하여빅데이터를구축·  활용기술과지자체의도시관리기술에대하여전문가의의견을수렴  하여국토위성활용성강화를위한정책수립에반영할계획이다","우주에서바라본아름다운우리강산  -9일부터국립세종수목원과함께하는국토위성특별사진전-□국토교통부(장관원희룡)는국토위성1호가촬영한아름다운우리강산의모습과국내우주산업기술의현황을담은「우주에서바라본아름다운  우리강산」사진전(국토발전전시관,1월)을2월9일부터국립세종수목원에서  개최*한다고밝혔다.  *(기간/장소)‘23.2.9.(목)∼2.26.(일)/국립세종수목원사계절전시온실  ㅇ이번국토위성영상사진전은국립세종수목원에서개최중인‘나의초록  우주’특별전*과연계하여그간국토위성1호*가촬영한국내명산등  총15점의작품과국토위성모형이상설전시(09:0~17:0,매주월요일휴관)  되며,국립세종수목원사계절전시온실에서관람이가능하다.  *미국항공우주국(NASA)이공기정화식물로선정한‘아레카야자’,‘관음죽’,‘대나무  야자’등10여종과달탐사월면차및우주선모형등을전시(‘2.12.3.∼’23.3.26)  *국토위성1호는2021년3월2일발사에성공하였으며,국내최초의고해상도국토  위성영상을국토지리정보원국토위성센터에서온?오프라인확인가능  □사진전의작품들은한라산백록담,금강및국립세종수목원일원과  백두산,금강산등북한지역,사우디아라비아네옴(NEOM)신도시건설  현장등아름다운경관을고도약50km에서국토위성이촬영한50㎝급고해상도위성영상이다","보도자료  보도시점:2023.3.31.(금)06:0이후(3.31.(금)석간)/배포:2023.3.30.(목)  공간정보분야,미래혁신전략을논의하다  -’23년1차공간정보미래혁신포럼(3.31)개최  -실내측위기술,배달로봇사업,공간정보중장기전략등논의  -분기별로개최하여미래혁신정책을지속적으로발굴할예정  □국토교통부(장관원희룡)는3월31일오후2시한국국토정보공사서울  지역본부에서자율자동차,UAM등미래산업의기반인공간정보분야의  혁신전략을논의하기위해약20여명의산·학·연·관전문가가참여하는  ?공간정보미래혁신포럼?을개최한다고밝혔다.ㅇ본포럼은지난11월공간정보산업을미래를선도하는혁신산업으로  한단계도약시키기위해발족하였으며,공간정보를활용하는인공지능  (AI),로봇,항공우주,자율주행등신기술분야국내최고의전문가들이  참여하고있다.□본포럼에서는고정밀데이터,디지털트윈플랫폼,공간정보기술,제도  및표준등공간정보분야의주요주제들을바탕으로규제개선,기술개발  (R&D)등의정책제언을발굴할예정이다.ㅇ또한,논의된내용중중요주제에대해후속연구도추진하여공간정보  정책이미래혁신산업수요에발맞출수있도록지원할계획이다.□?공간정보미래혁신포럼?은한국전자통신연구원(ETRI)유재준책임연구원,배달의민족김요섭로봇배달사업센터장,국토연구원김대종공간정보사회  연구본부장이각각의주제를발표하고,전문가들과자유롭게토론할수  있도록구성하였다","“뉴스페이스”지방시대,  제주를시작으로국토위성의미래를논하다!  -첫세미나는오는2일제주에서…국토관리방안논의-□국토교통부(장관원희룡)는“뉴스페이스”시대를주도하고우주산업  기술을지방에확산하기위해전국주요지자체에서지역별로특성화된  주재로「위성정보활용국토관리세미나」를개최하며,그첫세미나는  2월2일제주도청(2층삼다홀)에서개최한다고밝혔다.ㅇ제주세미나에서는국토지리정보원,인하대학교,㈜컨텍에서국토위성  활용정책,다양한위성정보빅데이터구축·활용및도시관리기술등  국토위성활용방안과국토관리활용관련기술개발현황을발표하고  산·학·연·관의전문가들과함께토론을진행할계획이다.□위성정보는기상·국방·통신뿐만아니라AI와딥러닝기반의분석  기술을접목하여전세계작황예측을통한‘스마트농업’,넓은지역  에서동시다발로발생하는도심의변화를분석해‘도시계획을수립’  하는등활용범위가점차확대되어가고있는추세이다.ㅇ이런추세에발맞춰,이번세미나에서는“위성정보활용국토관리  방안마련”을주제로다양한위성정보를이용하여빅데이터를구축·  활용기술과지자체의도시관리기술에대하여전문가의의견을수렴  하여국토위성활용성강화를위한정책수립에반영할계획이다","원희룡장관,미래먹거리찾아CESAtoZ  -CES2023참석을통해국토교통분야신산업·기술동향-  -CES2023에참가한국내스타트업과기업육성,해외진출지원등논의-□원희룡국토교통부장관은1.7~1.8일세계최대ICT가전전시  회인CES(ComsumerEletronicsShow)에참관하여미래모빌  리티의글로벌기술동향을살펴보고,모빌리티시대를앞당기기  위한정부의지원방향을모색하였다.  ㅇ올해CES에는약170개국약3,50개사가참가하였고,우리  기업은역대최대규모인약570개사가참가해우리기업의  혁신성과를선보였다.  ㅇ이번CES에는모빌리티관(WestHal)이별도로마련되는등  많은모빌리티업체가참여하였는데,원장관은개별부스를  꼼꼼히살펴보면서해당기술이해외시장에서의경쟁력및  강점,기업성장을위한정부의역할등에대한심도있는  질문을던졌다.  □또한,모빌리티분야의많은국내기업이해외시장을선점할수  있도록적극적으로규제를완화하고,해외시장진출에필요한  국토부의검증·인증과정이속도감있게추진될수있도록챙  기겠다고밝혔다  ㅇ더불어,자율주행트랙터로‘농슬라’라는별칭이있는  존디어(JohnDere),라이다(LiDAR)기반자율주행솔루션"
